address,price,list_fee,sold_date,sqm,rooms,elevator,patio,new_production,balcony,gardet,kungsholmen,norrmalm,ostermalm,sodermalm,vasastan
Karlbergsvägen 47A,12850000,4168.0,2022-11-15,110.0,3.0,1,0,0,1,0,0,0,0,0,1
Nina Einhorns Gata 7,4800000,2417.0,2022-11-15,49.5,2.0,1,0,0,1,0,0,0,0,0,1
"Narvavägen 20, 1 tr",12500000,4623.0,2022-11-15,87.0,3.0,1,0,0,1,0,0,0,1,0,0
"Frejgatan 50, 4 tr",4950000,2526.0,2022-11-15,47.2,2.0,0,0,0,0,0,0,0,0,0,1
Ture nermans gränd 6,3300000,796.0,2022-11-15,37.5,1.0,1,0,0,0,0,1,0,0,0,0
"Drakenbergsgatan 11, 6 tr",13500000,5320.0,2022-11-14,128.0,5.0,1,0,0,0,0,0,0,0,1,0
Sankt Eriksgatan 1,4225000,2216.0,2022-11-14,45.0,2.0,1,1,0,0,0,1,0,0,0,0
"Norrtullsgatan 11, 2 tr.",3650000,978.0,2022-11-14,31.5,1.5,1,0,0,1,0,0,0,0,0,1
"Kronobergsgatan 6, 2tr",3300000,1341.0,2022-11-14,38.0,1.0,1,0,0,0,0,1,0,0,0,0
"Birger Jarlsgatan 96, vindsvåning!",11800000,1836.0,2022-11-14,90.0,3.0,1,0,0,1,0,0,0,0,0,1
Kungsholms Strand 175,4690000,1967.0,2022-11-14,53.0,2.0,1,1,0,0,0,1,0,0,0,0
Gamla Brogatan 25,7200000,4721.0,2022-11-14,70.0,2.0,1,0,0,0,0,0,1,0,0,0
Igeldammsgatan 22D,8000000,5630.0,2022-11-14,89.0,3.0,1,0,0,1,0,1,0,0,0,0
Valhallavägen 154,10300000,2323.0,2022-11-14,109.0,3.0,0,1,0,0,0,0,0,1,0,0
"Roslagsgatan 35A, ög",4900000,2269.0,2022-11-14,47.0,2.0,1,0,0,1,0,0,0,0,0,1
"John Ericssonsgatan 11A, 4tr",3325000,2110.0,2022-11-14,33.0,1.5,1,0,0,0,0,1,0,0,0,0
"Ringvägen 129A, 5 tr",4250000,1831.0,2022-11-14,48.0,2.0,1,0,0,0,0,0,0,0,1,0
Heleneborgsgatan 30,5100000,2961.0,2022-11-13,57.0,2.0,1,0,0,0,0,0,0,0,1,0
Stigbergsgatan 32 B,8300000,3354.0,2022-11-13,72.0,3.0,1,0,0,1,0,0,0,0,1,0
Bondegatan 81,3065000,1730.0,2022-11-13,32.0,1.5,1,0,0,0,0,0,0,0,1,0
Tunnelgatan 1B,5400000,2527.0,2022-11-13,55.0,2.0,0,0,0,0,0,0,0,0,0,1
"Götgatan 92 B, 5 tr",3750000,1429.0,2022-11-13,38.0,1.0,1,0,0,1,0,0,0,0,1,0
"Messeniusgatan 6, 4 TR",2950000,2059.0,2022-11-13,31.0,2.0,1,0,0,1,0,1,0,0,0,0
"Hantverkargatan 79B, 5tr",18500000,4479.0,2022-11-13,168.0,7.0,1,1,0,1,0,1,0,0,0,0
Blekholmsterrassen 7 - Accepterat pris!,3325000,3557.0,2022-11-13,44.0,1.5,1,0,0,0,0,0,1,0,0,0
Östermalmsgatan 34,18250000,1506.0,2022-11-12,139.0,4.0,1,0,0,1,0,0,0,1,0,0
"Grindsgatan 33, 3 tr",6795000,2452.0,2022-11-12,78.0,2.5,1,0,0,0,0,0,0,0,1,0
"Lorensbergsgatan 3A, 4 tr.",2650000,1751.0,2022-11-12,25.6,1.0,1,0,0,1,0,0,0,0,1,0
Tjustgatan 2,3400000,3401.0,2022-11-12,40.0,2.0,1,0,0,1,0,0,0,0,1,0
Folkungagatan 128,6500000,2976.0,2022-11-12,60.0,3.0,1,0,0,1,0,0,0,0,1,0
"Hallandsgatan 50B, 3tr",3350000,2171.0,2022-11-12,38.0,2.0,0,0,0,0,0,0,0,0,1,0
Franzéngatan 74,5500000,3814.0,2022-11-11,78.0,2.0,1,1,0,0,0,1,0,0,0,0
Sågargatan 14,3400000,2776.0,2022-11-11,41.0,2.0,1,0,0,0,0,0,0,0,1,0
"Kindstugatan 18, 3 tr",4600000,2138.0,2022-11-11,39.0,2.0,0,0,0,0,0,0,0,0,0,0
"Torsgatan 56, 0.5 tr",6500000,3024.0,2022-11-11,76.0,3.0,1,0,0,0,0,0,0,0,0,1
Valhallavägen 152B,3260000,1170.0,2022-11-11,28.0,1.0,1,1,0,0,0,0,0,1,0,0
Pär Lagerkvists gata 24,4275000,2725.0,2022-11-11,55.0,2.0,1,1,0,0,0,1,0,0,0,0
Stagneliusvägen 23,3775000,3317.0,2022-11-11,48.5,2.0,1,0,0,1,0,1,0,0,0,0
Roslagsgatan 54,10900000,4590.0,2022-11-11,91.0,3.0,1,0,0,1,0,0,0,0,0,1
Karlaplan 15A,10850000,3925.0,2022-11-11,94.0,4.0,1,0,0,1,0,0,0,1,0,0
"Hjärnegatan 2, 4 tr",8995000,3687.0,2022-11-11,80.0,3.0,1,0,0,1,0,1,0,0,0,0
"Tobaksspinnargatan 4, 4 tr.",3335000,2025.0,2022-11-11,43.0,1.0,1,0,0,0,0,0,0,0,1,0
"Döbelnsgatan 69, 4tr",19100000,5477.0,2022-11-11,167.0,5.0,1,0,0,1,0,0,0,0,0,1
Gästrikegatan 16A,6480000,1939.0,2022-11-11,55.0,2.0,0,0,0,1,0,0,0,0,0,1
Grevgatan 19A,11000000,2932.0,2022-11-11,79.0,3.0,0,0,0,1,0,0,0,1,0,0
Skånegatan 57A,10500000,3583.0,2022-11-11,90.0,4.0,0,0,0,1,0,0,0,0,1,0
Karlavägen 17,10750000,3420.0,2022-11-11,89.0,4.0,1,0,0,1,0,0,0,1,0,0
Garvargatan 14,7300000,650.0,2022-11-11,75.0,2.5,1,0,0,0,0,1,0,0,0,0
"Anna Steckséns Gata 15, 6 tr",3350000,1907.0,2022-11-11,31.0,1.5,1,0,1,1,0,0,0,0,0,1
Vickergatan 7,3380000,2307.0,2022-11-11,41.0,2.0,0,0,0,0,0,0,0,0,1,0
Upplandsgatan 65,12500000,4038.0,2022-11-11,102.0,4.0,0,0,0,0,0,0,0,0,0,1
Metargatan 9,2650000,1526.0,2022-11-11,24.0,1.0,0,0,0,0,0,0,0,0,1,0
Birger Jarlsgatan 99 C (Ö.G),7350000,2622.0,2022-11-11,72.0,3.0,0,0,0,1,0,0,0,0,0,1
Heleneborgsgatan 8C,3300000,2151.0,2022-11-11,39.0,1.0,1,1,0,0,0,0,0,0,1,0
"Ludvigsbergsgatan 13, 6tr",12650000,4829.0,2022-11-11,118.0,4.0,1,0,0,1,0,0,0,0,1,0
Fatburs Brunnsgata 18,4500000,3334.0,2022-11-11,61.0,2.0,1,0,0,1,0,0,0,0,1,0
"Roslagsgatan 41, 3tr",3600000,2202.0,2022-11-11,34.0,1.0,0,0,0,0,0,0,0,0,0,1
"Anna steckséns gata 15, vån 4",3250000,1904.0,2022-11-11,31.0,1.0,1,0,1,0,0,0,0,0,0,1
Sven Rinmans Gata 5,2985000,1195.0,2022-11-11,30.0,1.0,1,0,0,0,0,1,0,0,0,0
Västmannagatan 79,5100000,1748.0,2022-11-11,48.0,2.0,0,0,0,0,0,0,0,0,0,1
Alströmergatan 8 B,12000000,5015.0,2022-11-11,120.0,4.0,1,0,0,1,0,1,0,0,0,0
"Rutger Fuchsgatan 9, 2 tr",2850000,1861.0,2022-11-10,30.0,1.5,1,0,0,0,0,0,0,0,1,0
"Götgatan 122, etage - 5+6 tr!",8320000,4254.0,2022-11-10,99.0,5.0,1,0,0,1,0,0,0,0,1,0
Hälsingegatan 9A,8800000,3000.0,2022-11-10,67.0,3.0,1,0,0,1,0,0,0,0,0,1
"Markvardsgatan 4, 2tr",6100000,2706.0,2022-11-10,58.0,2.0,1,0,0,0,0,0,0,0,0,1
"Tomtebogatan 49, 1,5tr",6725000,2891.0,2022-11-10,58.0,2.0,1,0,0,1,0,0,0,0,0,1
Folkskolegatan 3,3610000,2309.0,2022-11-10,39.0,2.0,1,0,0,0,0,0,0,0,1,0
"Pokalvägen 5, 3 tr",3750000,2620.0,2022-11-10,40.0,1.5,1,0,0,1,0,0,0,0,1,0
"Rörstrandsgatan 23, 2 tr.",3050000,1405.0,2022-11-10,29.0,1.0,1,0,0,0,0,0,0,0,0,1
"Ynglingagatan 25, 2 tr",8100000,3877.0,2022-11-10,89.0,3.0,1,1,0,1,0,0,0,0,0,1
"Atterbomsvägen 38, 1 TR",3625000,2715.0,2022-11-10,48.0,2.0,1,0,0,1,0,1,0,0,0,0
Heleneborgsgatan 12B,12525000,4523.0,2022-11-10,127.0,3.0,1,0,0,1,0,0,0,0,1,0
Södermannagatan 58,8400000,3618.0,2022-11-10,76.0,3.0,1,0,0,1,0,0,0,0,1,0
Bråvallagatan 8,3150000,2157.0,2022-11-10,27.0,1.0,1,0,0,0,0,0,0,0,0,1
Skaraborgsgatan 9,6100000,4766.0,2022-11-10,79.0,3.0,1,0,0,1,0,0,0,0,1,0
"David Bagares Gata 12B, 2 tr",2595000,1141.0,2022-11-10,19.0,1.0,1,0,0,0,0,0,1,0,0,0
Gyllenborgsgatan 9,2100000,1112.0,2022-11-10,19.0,1.0,0,0,0,0,0,1,0,0,0,0
"Surbrunnsgatan 64, 3 tr",9550000,4273.0,2022-11-10,93.0,4.0,1,0,0,1,0,0,0,0,0,1
"Torsgatan 50, 1,5tr",4000000,1298.0,2022-11-10,33.5,2.0,1,0,0,0,0,0,0,0,0,1
Östermalmsgatan 75A,6000000,2694.0,2022-11-10,50.0,2.0,0,0,0,1,0,0,0,1,0,0
"Hjalmar Söderbergs väg 8, vån 5 av 5",4030000,2995.0,2022-11-10,48.0,2.0,1,0,0,1,0,1,0,0,0,0
Atlasgatan 20,6995000,2234.0,2022-11-10,70.0,2.0,0,0,0,1,0,0,0,0,0,1
Valhallavägen 38A,9050000,4754.0,2022-11-10,87.0,4.0,0,0,0,0,0,0,0,0,0,1
Brahegatan 62,12500000,5211.0,2022-11-10,95.0,3.0,1,0,0,1,0,0,0,1,0,0
"Kristinebergsvägen 14, 5 tr",4800000,3187.0,2022-11-10,64.5,2.0,1,0,0,1,0,1,0,0,0,0
Grev Magnigatan 19,5850000,2048.0,2022-11-10,45.0,2.0,1,0,0,0,0,0,0,1,0,0
"Hagaesplanaden 76, 4 tr",3650000,2234.0,2022-11-10,35.0,2.0,1,0,1,1,0,0,0,0,0,1
Helgagatan 36K,3200000,1963.0,2022-11-10,35.0,1.0,0,0,0,0,0,0,0,0,1,0
Högalidsgatan 36C,5285000,2917.0,2022-11-10,51.0,2.0,0,0,0,1,0,0,0,0,1,0
Parkgatan 14,6600000,3680.0,2022-11-10,56.0,2.0,1,0,0,1,0,1,0,0,0,0
"Norrtullsgatan 63, 5tr",5000000,2800.0,2022-11-09,56.0,2.0,1,0,0,1,0,0,0,0,0,1
"Drottningholmsvägen 31, 6 tr",4750000,2796.0,2022-11-09,59.0,2.0,1,0,0,1,0,1,0,0,0,0
Valfrid Palmgrens Gata 7,5760000,1396.0,2022-11-09,47.0,2.0,1,0,0,1,0,0,0,0,0,1
Artillerigatan 46,5550000,0.0,2022-11-09,39.0,2.0,1,0,0,0,0,0,0,1,0,0
Hantverkargatan 37,4195000,1623.0,2022-11-09,42.0,2.0,1,0,0,0,0,1,0,0,0,0
"Sankt Göransgatan 131, 4tr",6060000,3493.0,2022-11-09,73.5,3.0,1,0,0,1,0,1,0,0,0,0
Artillerigatan 12,32000000,3049.0,2022-11-09,187.0,5.0,0,0,0,0,0,0,0,1,0,0
Linnégatan 17,4500000,1934.0,2022-11-09,40.0,1.5,1,0,0,1,0,0,0,1,0,0
"Sankt Göransgatan 72, 3 tr",3000000,550.0,2022-11-09,26.0,1.0,1,0,0,1,0,1,0,0,0,0
Narvavägen 33a,4200000,1676.0,2022-11-09,34.0,1.0,1,0,0,0,0,0,0,1,0,0
"Heleneborgsgatan 6A, 2 tr",5150000,3290.0,2022-11-09,54.0,2.0,1,0,0,0,0,0,0,0,1,0
Vanadisvägen 25,10800000,4927.0,2022-11-09,108.0,4.0,1,0,0,1,0,0,0,0,0,1
"Västmannagatan 87B, BV",7675000,3701.0,2022-11-09,81.0,3.0,1,0,0,0,0,0,0,0,0,1
Sankt Göransgatan 64A,3650000,1917.0,2022-11-09,42.0,2.0,1,0,0,0,0,1,0,0,0,0
Sankt eriksgatan 99,6900000,2355.0,2022-11-09,76.0,2.0,1,0,0,0,0,0,0,0,0,1
"Karlsviksgatan 10, 4 tr",4965000,2487.0,2022-11-09,54.0,2.0,1,0,0,0,0,1,0,0,0,0
"Gyllenborgsgatan 9, 3tr",3200000,1972.0,2022-11-09,40.5,1.0,0,0,0,0,0,1,0,0,0,0
Folkungagatan 136A,6300000,3941.0,2022-11-09,73.0,2.5,0,0,0,0,0,0,0,0,1,0
Celsiusgatan 3A,3100000,824.0,2022-11-09,36.0,1.0,0,0,0,0,0,1,0,0,0,0
"Svarvargatan 18, 7tr",5225000,2125.0,2022-11-09,58.0,2.0,1,0,0,0,0,1,0,0,0,0
Kattgränd 3,4650000,2154.0,2022-11-09,44.0,2.0,0,0,0,0,0,0,0,0,1,0
Drottninggatan 81B,6700000,1634.0,2022-11-09,64.0,3.0,1,0,0,1,0,0,0,0,0,1
Fredmansgatan 9A,4200000,2455.0,2022-11-09,42.0,1.5,0,0,0,0,0,0,0,0,1,0
"Karlbergsvägen 82A, 3 tr",11800000,3735.0,2022-11-09,90.0,3.0,1,0,0,1,0,0,0,0,0,1
"Odengatan 62A, 2 tr ög",6000000,1044.0,2022-11-09,61.0,2.0,0,0,0,1,0,0,0,0,0,1
Katarina Bangata 57,3450000,2151.0,2022-11-09,39.0,2.0,1,0,0,0,0,0,0,0,1,0
Svarvargatan 18,3350000,1390.0,2022-11-09,41.0,2.0,1,0,0,0,0,1,0,0,0,0
"Vanadisvägen 31A, 5 tr",10800000,3863.0,2022-11-09,85.0,3.0,1,0,0,1,0,0,0,0,0,1
"Assessorsgatan 18 C, 3 tr",8600000,2989.0,2022-11-09,80.0,3.0,1,0,0,1,0,0,0,0,1,0
"Rådmansgatan 76C, Högst upp",7400000,846.0,2022-11-09,65.4,3.0,1,0,0,0,0,0,0,0,0,1
Torsgatan 61,5425000,2914.0,2022-11-09,51.0,2.0,1,0,0,1,0,0,0,0,0,1
"Hantverkargatan 37, 5tr",8600000,2819.0,2022-11-09,71.0,2.5,1,0,0,1,0,1,0,0,0,0
"Lindhagensgatan 106, 4 trp",5600000,3795.0,2022-11-09,74.0,3.0,1,0,0,1,0,1,0,0,0,0
Maria Skolgata 77 A,11550000,5953.0,2022-11-08,128.0,5.0,1,0,0,1,0,0,0,0,1,0
Åsögatan 192,5700000,3172.0,2022-11-08,67.0,2.0,1,0,0,0,0,0,0,0,1,0
Harry Martinsons Gata 3,3850000,2112.0,2022-11-08,52.5,2.0,1,1,0,1,0,1,0,0,0,0
"Geijersvägen 16, 4 tr",4400000,2880.0,2022-11-08,60.5,2.0,1,0,0,0,0,1,0,0,0,0
Rådmansgatan 75,3820000,1660.0,2022-11-08,35.0,2.0,1,0,0,0,0,0,0,0,0,1
"Grindsgatan 52, 6 tr",6900000,3953.0,2022-11-08,83.0,3.0,1,0,0,1,0,0,0,0,1,0
Alströmergatan 35,3370000,2084.0,2022-11-08,33.0,1.0,1,0,0,1,0,1,0,0,0,0
"Götgatan 92A, 5 tr",3825000,1672.0,2022-11-08,46.0,2.0,1,0,0,0,0,0,0,0,1,0
"Mariatorget 6 A, 2 tr",6850000,2620.0,2022-11-08,60.0,2.0,0,0,0,1,0,0,0,0,1,0
Valhallavägen 172,3800000,1488.0,2022-11-08,40.0,1.5,1,0,0,1,0,0,0,1,0,0
"Erstagatan 18, 5 tr",4200000,2074.0,2022-11-08,40.0,1.5,1,0,0,1,0,0,0,0,1,0
Medevigatan 8,4580000,3065.0,2022-11-08,50.0,2.0,1,0,0,0,0,0,0,0,0,1
Luntmakargatan 69,4400000,2072.0,2022-11-08,41.0,1.0,0,0,0,1,0,0,0,0,0,1
"John Ericssonsgatan 18, 3tr",2800000,971.0,2022-11-08,23.0,1.0,1,0,0,1,0,1,0,0,0,0
"Thorildsvägen 5, 1tr",5500000,4706.0,2022-11-08,69.0,3.0,1,0,0,1,0,1,0,0,0,0
Maria bangata 2B,3500000,1679.0,2022-11-08,31.0,1.5,1,1,0,0,0,0,0,0,1,0
"Rådmansgatan 19, 5 tr",13200000,4287.0,2022-11-08,100.0,4.0,1,0,0,1,0,0,0,1,0,0
Lundagatan 36C 4 / 4 tr. Högst upp i huset!,5750000,2273.0,2022-11-08,45.0,2.0,1,0,0,1,0,0,0,0,1,0
"Karlbergsvägen 69B, 4tr",5300000,1732.0,2022-11-08,43.0,2.0,1,0,0,0,0,0,0,0,0,1
"Tomtebogatan 48B, 2 tr",3955000,1397.0,2022-11-08,40.0,1.5,1,0,0,1,0,0,0,0,0,1
Tegelviksgatan 61,6200000,6415.0,2022-11-08,87.5,3.0,1,0,0,1,0,0,0,0,1,0
Gjörwellsgatan 45,7650000,5335.0,2022-11-08,88.0,3.0,1,0,0,1,0,1,0,0,0,0
Hälsingegatan 8A,5800000,1998.0,2022-11-08,59.0,2.0,0,1,0,1,0,0,0,0,0,1
Tjärhovsgatan 5,2550000,618.0,2022-11-07,22.0,1.0,1,0,0,0,0,0,0,0,1,0
"Vindragarvägen 4, 3 tr",2360000,1394.0,2022-11-07,22.0,1.0,1,0,0,0,0,0,0,0,1,0
Ölandsgatan 46,3250000,2399.0,2022-11-07,36.0,1.0,1,0,0,0,0,0,0,0,1,0
"Rosenlundsgatan 24, 3 tr",3740000,2137.0,2022-11-07,39.0,1.5,1,0,0,1,0,0,0,0,1,0
Sankt Eriksgatan 59,11700000,2955.0,2022-11-07,116.0,4.0,1,0,0,1,0,1,0,0,0,0
"Ringvägen 155, 5 tr",3300000,2014.0,2022-11-07,35.0,1.5,1,0,0,0,0,0,0,0,1,0
Vikingagatan 12,5500000,1309.0,2022-11-07,54.0,2.0,0,0,0,0,0,0,0,0,0,1
Grevgatan 49,3600000,2052.0,2022-11-07,38.0,2.0,0,0,0,0,0,0,0,1,0,0
Frejgatan 4A,6400000,2960.0,2022-11-07,61.0,2.0,1,0,0,1,0,0,0,0,0,1
Roslagsgatan 29,4750000,3099.0,2022-11-07,47.0,2.5,1,0,0,1,0,0,0,0,0,1
Nytorgsgatan 15,4200000,2297.0,2022-11-07,40.0,2.0,1,0,0,1,0,0,0,0,1,0
Torsgatan 33,2900000,595.0,2022-11-07,24.0,1.0,1,0,0,0,0,0,0,0,0,1
"Tavastgatan 23, 4 / 4 tr",5500000,2817.0,2022-11-06,43.0,2.0,0,0,0,1,0,0,0,0,1,0
Brännkyrkagatan 117,2400000,1415.0,2022-11-06,31.0,1.0,1,0,0,0,0,0,0,0,1,0
Döbelnsgatan 35,5500000,1800.0,2022-11-06,50.0,2.0,1,0,0,0,0,0,0,0,0,1
"Norrbackagatan 4, 2tr",10100000,4412.0,2022-11-06,113.0,4.5,1,0,0,0,0,0,0,0,0,1
Brunnsgränd 3,14000000,6142.0,2022-11-06,119.0,3.0,1,0,0,1,0,0,0,0,0,0
"Rutger Fuchsgatan 9, 5tr",2855000,1911.0,2022-11-06,31.0,1.5,1,0,0,0,0,0,0,0,1,0
Vikingagatan 20A,3725000,1188.0,2022-11-06,34.0,1.0,0,0,0,1,0,0,0,0,0,1
Maria Skolgata 93,4950000,3405.0,2022-11-06,55.0,2.0,1,0,0,0,0,0,0,0,1,0
"Medevigatan 8, 3tr",3700000,2416.0,2022-11-05,34.5,2.0,1,0,0,1,0,0,0,0,0,1
"Vindragarvägen 10, 5 tr",3840000,2627.0,2022-11-05,42.5,2.0,1,0,0,1,0,0,0,0,1,0
"Västmannagatan 84, 4 tr",10350000,2730.0,2022-11-05,90.0,3.0,1,0,0,1,0,0,0,0,0,1
Birger Jarlsgatan 104J,2695000,1467.0,2022-11-05,21.0,1.0,0,0,0,0,0,0,0,0,0,1
"Fleminggatan 61, 4-5 tr",9750000,4356.0,2022-11-05,93.0,3.0,0,0,0,1,0,1,0,0,0,0
Kocksgatan 36,4100000,2561.0,2022-11-05,50.0,3.0,1,0,0,0,0,0,0,0,1,0
"Sankt Eriksgatan 80, 2tr",5895000,29.0,2022-11-05,50.0,2.0,1,0,0,1,0,0,0,0,0,1
"Sveavägen 126, vån 7 / 7",3900000,1669.0,2022-11-04,38.0,2.0,1,0,0,0,0,0,0,0,0,1
Ringvägen 157,5900000,2877.0,2022-11-04,64.0,2.0,1,0,0,1,0,0,0,0,1,0
Birger Jarlsgatan 98A,6650000,3140.0,2022-11-04,63.0,2.0,0,0,0,0,0,0,0,0,0,1
Brännkyrkagatan 40,4000000,2550.0,2022-11-04,31.0,2.0,1,0,0,0,0,0,0,0,1,0
"Pontonjärgatan 27, 3 tr",8100000,3086.0,2022-11-04,76.0,3.0,1,0,0,1,0,1,0,0,0,0
"Götgatan 92A, 6 tr",6275000,2552.0,2022-11-04,76.0,3.0,1,0,0,0,0,0,0,0,1,0
Västgötagränd 1A,4400000,4323.0,2022-11-04,62.0,2.0,1,0,0,0,0,0,0,0,1,0
"Harry Martinsons gata 10, 3 tr",5810000,2871.0,2022-11-04,67.0,3.0,1,0,0,1,0,1,0,0,0,0
Karlsviksgatan 19,6120000,3555.0,2022-11-04,63.5,2.5,1,0,0,1,0,1,0,0,0,0
Tjärhovsgatan 10,2650000,1225.0,2022-11-04,28.9,1.0,1,0,0,0,0,0,0,0,1,0
"Karlbergsvägen 36A, 6tr",14000000,3196.0,2022-11-04,116.0,3.0,1,0,0,1,0,0,0,0,0,1
Atlasgatan 12,3220000,1279.0,2022-11-04,29.0,1.0,0,0,0,0,0,0,0,0,0,1
"Reimersholmsgatan 63, 1tr",10500000,6858.0,2022-11-04,105.0,3.0,0,0,0,0,0,0,0,0,1,0
Svarvargatan 7,7400000,4641.0,2022-11-04,85.0,2.5,1,0,0,0,0,1,0,0,0,0
Blekingegatan 40B,5200000,2261.0,2022-11-04,71.0,3.0,1,0,0,1,0,0,0,0,1,0
Torbjörn Klockares Gata 6,5800000,2514.0,2022-11-04,63.0,2.0,0,0,0,0,0,0,0,0,0,1
"Sankt eriksgatan 8, 8TR",7910000,3665.0,2022-11-04,85.0,3.0,1,0,0,0,0,1,0,0,0,0
Brahegatan 32,18450000,2612.0,2022-11-04,127.0,5.0,1,0,0,1,0,0,0,1,0,0
"Hornsgatan 35A, Vån 4",7910000,2902.0,2022-11-04,84.0,3.0,1,0,0,1,0,0,0,0,1,0
Dalagatan 70 A,2775000,1340.0,2022-11-04,25.0,1.0,1,1,0,0,0,0,0,0,0,1
Hornsgatan 33C,6050000,1280.0,2022-11-04,53.0,2.0,0,0,0,1,0,0,0,0,1,0
Sankt Göransgatan 64B,3295000,1917.0,2022-11-04,39.0,2.0,1,0,0,0,0,1,0,0,0,0
Valfrid palmgrens gata 1,3500000,736.0,2022-11-04,25.0,1.0,1,0,0,1,0,0,0,0,0,1
Lundagatan 48A,2850000,1541.0,2022-11-04,28.0,1.5,0,0,0,0,0,0,0,0,1,0
Regeringsgatan 70E,5400000,2532.0,2022-11-04,61.0,2.0,1,0,0,0,0,0,0,0,0,1
"Skånegatan 80, Vån 2 / 3",4500000,1980.0,2022-11-04,49.0,1.5,1,0,0,1,0,0,0,0,1,0
"Karlbergsvägen 84, 1.5 tr",5540000,2922.0,2022-11-04,55.0,2.0,1,0,0,0,0,0,0,0,0,1
"Industrigatan 9, 2 tr",6000000,3566.0,2022-11-04,65.0,3.0,1,0,0,0,0,1,0,0,0,0
"Anna Steckséns Gata 15, 12 tr",5300000,2387.0,2022-11-04,38.0,2.0,1,0,0,1,0,0,0,0,0,1
Rutger Fuchsgatan 9,2895000,1962.0,2022-11-04,32.0,1.0,1,0,0,0,0,0,0,0,1,0
"Norrtullsgatan 11, 1 tr",7450000,2052.0,2022-11-04,72.0,3.0,1,1,0,1,0,0,0,0,0,1
"Tomtebogatan 39A, 4tr",5225000,3031.0,2022-11-04,57.0,2.0,0,0,0,0,0,0,0,0,0,1
"Emmy Rappes gata 3, 5 tr",4000000,2381.0,2022-11-04,40.0,2.0,1,0,0,1,0,0,0,0,0,1
"Reimersholmsgatan 65, 6 / 6 tr!",5600000,4888.0,2022-11-04,70.0,2.0,1,0,0,1,0,0,0,0,1,0
Thorildsvägen 5,5500000,5052.0,2022-11-04,75.0,3.0,1,0,0,0,0,1,0,0,0,0
Norr Mälarstrand 82,7100000,3951.0,2022-11-04,81.0,3.5,1,0,0,0,0,1,0,0,0,0
"Lenngrensgatan 4, 5 tr",4200000,2318.0,2022-11-04,49.5,2.0,1,0,0,1,0,1,0,0,0,0
"Scheelegatan 6A, vån 2 ÖG",5200000,2338.0,2022-11-04,50.0,2.0,1,0,0,1,0,1,0,0,0,0
Nybrogatan 66A,4100000,1557.0,2022-11-03,33.0,1.0,1,0,0,1,0,0,0,1,0,0
"Döbelnsgatan 42A, 1,5tr",11475000,3578.0,2022-11-03,91.0,3.0,1,0,0,1,0,0,0,0,0,1
"Lars Forssells gata 22, vån 7",7500000,3560.0,2022-11-03,82.0,3.0,1,0,0,1,0,1,0,0,0,0
Tavastgatan 13,6000000,4114.0,2022-11-03,62.0,3.0,1,0,0,0,0,0,0,0,1,0
"Folkungagatan 61, 6tr",4350000,1943.0,2022-11-03,48.0,2.0,1,0,0,0,0,0,0,0,1,0
Gästrikegatan 6A,6900000,3005.0,2022-11-03,61.0,2.0,1,0,0,1,0,0,0,0,0,1
Tegelviksgatan 79,5250000,4024.0,2022-11-03,71.0,2.0,1,1,0,0,0,0,0,0,1,0
Tideliusgatan 13 5tr.,6795000,2182.0,2022-11-03,80.0,3.0,1,0,0,1,0,0,0,0,1,0
Upplandsgatan 45,12625000,2842.0,2022-11-03,117.0,3.0,1,1,0,1,0,0,0,0,0,1
Roslagsgatan 51,3000000,1560.0,2022-11-03,28.0,1.0,0,0,0,0,0,0,0,0,0,1
"Marmorgatan 11, Vån 10",2400000,2024.0,2022-11-03,29.0,1.0,1,0,0,1,0,0,0,0,1,0
"Sankt Göransgatan 127, 2tr",4350000,2698.0,2022-11-03,49.0,2.0,1,0,0,1,0,1,0,0,0,0
"Brännkyrkagatan 90, 5+6 tr",11400000,4701.0,2022-11-03,101.0,4.0,1,0,0,1,0,0,0,0,1,0
"Döbelnsgatan 29, 3 tr",8995000,5575.0,2022-11-03,81.0,3.0,1,0,0,1,0,0,0,0,0,1
"Sysslomansgatan 20, 6 tr",3650000,440.0,2022-11-03,35.0,1.0,1,0,0,1,0,1,0,0,0,0
Skaraborgsgatan 3,6100000,4785.0,2022-11-03,79.0,3.0,1,0,0,1,0,0,0,0,1,0
"Östgötagatan 48, vån 6 & 7",10275000,4208.0,2022-11-03,108.0,4.0,1,0,0,1,0,0,0,0,1,0
Tomtebogatan 32A,5750000,3220.0,2022-11-03,61.0,2.0,0,1,0,0,0,0,0,0,0,1
Hornsgatan 149,7250000,3728.0,2022-11-03,65.0,3.0,1,0,0,1,0,0,0,0,1,0
"Baltzar von Platens gata 5, 2tr",3600000,2081.0,2022-11-03,35.0,1.5,1,0,0,1,0,1,0,0,0,0
"Folkungagatan 96, 4 tr",3700000,1400.0,2022-11-03,39.0,1.5,1,0,0,1,0,0,0,0,1,0
"Sankt eriksgatan 120, 4 tr",3850000,2936.0,2022-11-03,39.0,1.5,0,0,0,1,0,0,0,0,0,1
Erstagatan 26 / Bondegatan 55,4400000,2235.0,2022-11-03,44.0,2.0,1,0,0,0,0,0,0,0,1,0
Hästholmsvägen 10,2100000,1001.0,2022-11-03,21.0,1.0,1,0,0,0,0,0,0,0,1,0
"Bohusgatan 33, 3 tr",6250000,3402.0,2022-11-03,80.0,3.0,1,0,0,1,0,0,0,0,1,0
