address,price,list_fee,sold_date,sqm,rooms,elevator,patio,new_production,balcony,gardet,kungsholmen,norrmalm,ostermalm,sodermalm,vasastan
Hagagatan 20A,3260000,1531.0,2022-11-24,35.0,1.0,0,0,0,0,0,0,0,0,0,1
Högalidsgatan 40 C,5130000,2380.0,2022-11-24,53.0,2.0,0,1,0,0,0,0,0,0,1,0
"Frejgatan 23, 3tr",4525000,2672.0,2022-11-24,44.0,2.0,1,0,0,0,0,0,0,0,0,1
John Bergs plan 2,3000000,1630.0,2022-11-24,38.0,1.5,1,0,0,0,0,1,0,0,0,0
"Döbelnsgatan 79, 1tr",6325000,3101.0,2022-11-24,61.3,2.0,1,0,0,0,0,0,0,0,0,1
"Dalagatan 72, 2tr",6650000,3590.0,2022-11-24,60.0,2.0,0,0,0,1,0,0,0,0,0,1
"Lundagatan 36D, 3 tr",3400000,1413.0,2022-11-24,25.0,1.0,1,0,0,1,0,0,0,0,1,0
"Lundagatan 36D, 1,5 tr",2950000,1413.0,2022-11-24,25.0,1.0,1,0,0,1,0,0,0,0,1,0
Fleminggatan 40C,4950000,3054.0,2022-11-24,67.0,2.0,1,0,0,0,0,1,0,0,0,0
Ernst ahlgrens väg 8,3275000,1847.0,2022-11-24,34.0,1.0,0,0,0,0,0,1,0,0,0,0
"Banérgatan 49, 4 tr",17800000,5382.0,2022-11-24,137.0,4.0,1,0,0,1,0,0,0,1,0,0
Högalidsgatan 11,3300000,1606.0,2022-11-24,35.0,1.0,0,0,0,0,0,0,0,0,1,0
"Garvargatan 20, 4tr",4750000,2980.0,2022-11-24,53.0,2.0,1,0,0,1,0,1,0,0,0,0
Östermalmsgatan 75A,6025000,2694.0,2022-11-24,50.0,2.0,0,0,0,1,0,0,0,1,0,0
"Fyrverkarbacken 21, 4 tr",12400000,7178.0,2022-11-24,131.0,5.0,1,0,0,1,0,1,0,0,0,0
Creutzgatan 2,3350000,2023.0,2022-11-24,39.5,1.5,0,0,0,0,0,1,0,0,0,0
Rådmansgatan 46,6750000,6222.0,2022-11-24,76.0,3.0,1,0,0,1,0,0,0,0,0,1
Styrmansgatan 16B,3250000,1827.0,2022-11-24,24.5,1.0,1,0,0,1,0,0,0,1,0,0
"Bergsunds strand 42, 4tr",3850000,1212.0,2022-11-24,37.0,2.0,1,0,0,1,0,0,0,0,1,0
"Maria bangata 17, 7 tr",8250000,4295.0,2022-11-24,93.0,4.0,1,0,0,1,0,0,0,0,1,0
"Hornsgatan 94, 5tr",4940000,2841.0,2022-11-24,53.0,2.0,1,0,0,1,0,0,0,0,1,0
Döbelnsgatan 18,4980000,2942.0,2022-11-24,42.5,2.0,1,0,0,1,0,0,0,0,0,1
"Arbetargatan 33C, 1 tr",9050000,4794.0,2022-11-24,101.0,4.0,1,0,0,1,0,1,0,0,0,0
Tegnérgatan 5,11300000,3746.0,2022-11-24,92.0,3.0,1,0,0,1,0,0,0,0,0,1
Krukmakargatan 58,6000000,2954.0,2022-11-24,68.0,2.0,1,0,0,1,0,0,0,0,1,0
Timmermansgatan 13,2325000,1502.0,2022-11-24,21.0,1.0,1,0,0,0,0,0,0,0,1,0
"Sysslomansgatan 22, 8tr",6010000,3884.0,2022-11-24,63.0,3.0,1,0,0,1,0,1,0,0,0,0
"Brännkyrkagatan 90, 3 tr",7600000,4102.0,2022-11-23,76.0,3.0,1,0,0,0,0,0,0,0,1,0
"Hornsgatan 94, 4tr - mot gård",4250000,2841.0,2022-11-23,53.0,2.0,1,0,0,0,0,0,0,0,1,0
Repslagargatan 12A,8200000,6107.0,2022-11-23,91.5,4.0,1,0,0,1,0,0,0,0,1,0
"Roslagsgatan 21, 3tr",6150000,2760.0,2022-11-23,56.0,2.0,1,0,0,0,0,0,0,0,0,1
Åsögatan 96,3235000,2029.0,2022-11-23,30.0,2.0,1,0,0,0,0,0,0,0,1,0
"Kaptensgatan 14 A, 1 tr ög",6230000,1785.0,2022-11-23,53.0,2.0,1,0,0,0,0,0,0,1,0,0
"Wennerbergsgatan 6B, vån 2",1980000,849.0,2022-11-23,16.0,1.0,1,0,0,0,0,1,0,0,0,0
Brännkyrkagatan 57,5000000,3517.0,2022-11-23,64.0,3.0,1,1,0,0,0,0,0,0,1,0
"John Bergs plan 4, 5 tr",5175000,2391.0,2022-11-23,53.0,2.5,1,0,0,1,0,1,0,0,0,0
"Upplandsgatan 67, 3 tr",9850000,4285.0,2022-11-23,77.0,3.0,1,0,0,1,0,0,0,0,0,1
"Kungsholmstorg 3B, 1 tr",5950000,2468.0,2022-11-23,61.0,2.0,1,0,0,1,0,1,0,0,0,0
Sankt Eriksgatan 15,7500000,1538.0,2022-11-23,71.0,2.0,1,0,0,1,0,1,0,0,0,0
Skillinggränd 1,3600000,1458.0,2022-11-23,35.0,1.5,1,0,0,0,0,1,0,0,0,0
Ingemarsgatan 3A,9700000,3333.0,2022-11-23,94.0,3.0,1,0,0,1,0,0,0,0,0,1
Rörstrandsgatan 12A,12050000,3008.0,2022-11-23,86.0,4.0,1,0,0,1,0,0,0,0,0,1
Jungfrugatan 52,7850000,3234.0,2022-11-23,67.0,3.0,1,0,0,1,0,0,0,1,0,0
"Marmorgatan 11, våning 10",2500000,1955.0,2022-11-23,28.0,1.0,1,0,0,1,0,0,0,0,1,0
Cardellgatan 4a,3650000,2012.0,2022-11-23,28.5,1.0,0,0,0,0,0,0,0,1,0,0
"Garvargatan 21, 3tr",8600000,3040.0,2022-11-23,79.0,3.0,0,0,0,1,0,1,0,0,0,0
Gambrinusgatan 2,7550000,5115.0,2022-11-23,83.0,3.0,0,0,0,1,0,1,0,0,0,0
Eastmansvägen 8A,15200000,5561.0,2022-11-23,109.0,4.0,1,0,0,1,0,0,0,0,0,1
Regeringsgatan 87,7190000,2120.0,2022-11-23,72.0,2.0,1,0,0,1,0,0,1,0,0,0
Norr mälarstrand 92,11250000,5804.0,2022-11-23,109.0,3.0,1,0,0,1,0,1,0,0,0,0
Malmgårdsvägen 20,5470000,2991.0,2022-11-23,58.0,2.0,1,0,0,1,0,0,0,0,1,0
"Karlsviksgatan 9, 1,5 tr",3995000,1980.0,2022-11-23,42.0,2.0,1,0,0,0,0,1,0,0,0,0
"Kungsholms strand 143, vån 6",5620000,2427.0,2022-11-23,57.0,2.0,1,0,0,1,0,1,0,0,0,0
"Garvargatan 17, 5tr / Kungsholmstorg 3D, 5tr",10550000,3665.0,2022-11-23,99.0,4.0,0,0,0,0,0,1,0,0,0,0
"Fleminggatan 101, 3tr",5200000,2526.0,2022-11-23,54.0,2.0,1,0,0,0,0,1,0,0,0,0
"Upplandsgatan 17B, 2tr",25900000,10997.0,2022-11-23,249.0,2.0,1,0,0,1,0,0,0,0,0,1
"Ljusterögatan 14, 3tr",6300000,3073.0,2022-11-23,70.0,2.0,1,0,0,1,0,0,0,0,1,0
Kungsholms kyrkoplan 2,4840000,2890.0,2022-11-23,49.0,2.0,1,0,0,0,0,1,0,0,0,0
Lignagatan 4,8650000,3840.0,2022-11-22,79.0,3.0,1,0,0,1,0,0,0,0,1,0
Karlavägen 7,19700000,0.0,2022-11-22,153.0,5.0,1,0,0,1,0,0,0,1,0,0
"Vanadisplan 1, 4tr",8350000,3255.0,2022-11-22,78.0,2.0,1,0,0,0,0,0,0,0,0,1
"Karlbergsvägen 70B, 1 / 2",4600000,2398.0,2022-11-22,45.0,2.0,1,1,0,0,0,0,0,0,0,1
"Kungsholms Strand 139, 4 tr",3280000,2043.0,2022-11-22,37.0,1.0,1,0,0,1,0,1,0,0,0,0
"Metargatan 5, 1tr.",3200000,1880.0,2022-11-22,32.0,1.0,0,0,0,0,0,0,0,0,1,0
Frejgatan 16,3400000,1666.0,2022-11-22,40.0,1.0,1,0,0,0,0,0,0,0,0,1
Bergsgatan 39,7000000,1648.0,2022-11-22,75.0,3.0,1,0,0,1,0,1,0,0,0,0
Västmannagatan 17C,7350000,2653.0,2022-11-22,68.0,2.0,1,0,0,0,0,0,0,0,0,1
Heleneborgsgatan 25 B,5300000,3229.0,2022-11-22,62.0,2.0,0,0,0,0,0,0,0,0,1,0
"Sankt Göransgatan 102, 6 tr",3900000,2518.0,2022-11-22,45.0,2.0,1,0,0,1,0,1,0,0,0,0
Birkagatan 10,6750000,1458.0,2022-11-22,66.0,3.0,1,0,0,0,0,0,0,0,0,1
Messeniusgatan 6,2900000,2059.0,2022-11-22,31.0,2.0,1,0,0,0,0,1,0,0,0,0
Björngårdsgatan 16,6440000,2772.0,2022-11-22,56.0,2.0,0,0,0,1,0,0,0,0,1,0
Grev Turegatan 80,8700000,3051.0,2022-11-22,76.0,3.0,1,0,0,0,0,0,0,1,0,0
"Bohusgatan 49, 7tr",7050000,4585.0,2022-11-22,87.0,3.0,1,0,0,1,0,0,0,0,1,0
"Birger Jarlsgatan 109D, 2tr",5925000,2468.0,2022-11-22,56.0,2.0,0,0,0,1,0,0,0,0,0,1
Rutger Fuchsgatan 8B,3120000,2088.0,2022-11-22,41.0,1.0,1,0,0,0,0,0,0,0,1,0
Tavastgatan 25,5350000,4577.0,2022-11-22,65.0,3.0,1,0,0,1,0,0,0,0,1,0
Fredhällsgatan 9,2995000,2250.0,2022-11-22,39.0,1.0,0,0,0,0,0,1,0,0,0,0
"Skånegatan 81, 3,5 tr",4750000,1709.0,2022-11-21,44.0,2.0,1,0,0,1,0,0,0,0,1,0
Garvar Lundins Gränd 6,3170000,1033.0,2022-11-21,30.0,1.5,1,0,0,0,0,1,0,0,0,0
"Vidargatan 5, 1 tr",3600000,889.0,2022-11-21,33.0,1.0,1,0,0,0,0,0,0,0,0,1
Hagaesplanaden 74,4295000,3299.0,2022-11-21,46.5,2.0,1,0,0,0,0,0,0,0,0,1
"Birger Jarlsgatan 48, 6tr",21000000,4720.0,2022-11-21,156.0,5.0,1,0,0,1,0,0,0,1,0,0
Östermalmsgatan 30,3700000,2145.0,2022-11-21,31.0,1.0,1,0,0,0,0,0,0,1,0,0
Hagagatan 14A,6000000,2295.0,2022-11-21,55.0,2.0,0,0,0,1,0,0,0,0,0,1
Nybrogatan 72,4150000,1557.0,2022-11-21,35.0,1.0,1,0,0,0,0,0,0,1,0,0
"Medborgarplatsen 11, 1 tr",5500000,4578.0,2022-11-21,70.0,3.0,1,1,0,1,0,0,0,0,1,0
"Sveavägen 55, 7tr",11250000,2769.0,2022-11-21,115.0,3.5,1,0,0,0,0,0,0,0,0,1
Hagagatan 15A,7320000,3797.0,2022-11-21,77.0,3.0,1,0,0,1,0,0,0,0,0,1
Brahegatan 3,13050000,4767.0,2022-11-21,118.0,4.0,0,0,0,0,0,0,0,1,0,0
Harry Martinsons Gata 3,4340000,2210.0,2022-11-21,50.5,2.0,1,0,0,1,0,1,0,0,0,0
Kungsholmsgatan 15,6800000,3167.0,2022-11-21,71.0,2.0,1,0,0,1,0,1,0,0,0,0
Riddargatan 51,4600000,1320.0,2022-11-21,36.0,2.0,1,0,0,0,0,0,0,1,0,0
Artillerigatan 46,24200000,0.0,2022-11-21,218.0,6.0,1,1,0,0,0,0,0,1,0,0
"Scheelegatan 38A, 5 tr",8150000,4478.0,2022-11-20,95.0,4.0,1,0,0,1,0,1,0,0,0,0
Ulrikagatan 2,23000000,3483.0,2022-11-20,115.0,3.5,0,0,0,0,0,0,0,1,0,0
"Magnus Ladulåsgatan 7, 6 tr",5975000,3895.0,2022-11-20,81.0,3.5,1,0,0,1,0,0,0,0,1,0
"Marmorgatan 11, 2 tr",2250000,1955.0,2022-11-20,28.0,1.0,1,0,0,1,0,0,0,0,1,0
Katarina Bangata 57,3475000,2050.0,2022-11-19,37.0,2.0,1,0,0,0,0,0,0,0,1,0
Lindvallsplan 6,6150000,3262.0,2022-11-19,63.0,3.0,1,0,0,1,0,0,0,0,1,0
"Gästrikegatan 10,4tr",6000000,2994.0,2022-11-19,63.0,3.0,1,0,0,0,0,0,0,0,0,1
"Tomtebogatan 30, 6 tr",15000000,4952.0,2022-11-19,145.0,5.0,1,0,0,1,0,0,0,0,0,1
"Valhallavägen 61, 3tr",12500000,6375.0,2022-11-19,152.0,4.0,1,0,0,1,0,0,0,1,0,0
Falugatan 17,4000000,2467.0,2022-11-19,40.0,2.0,0,0,0,0,0,0,0,0,0,1
"Dalagatan 86F 2,5 TR",3325000,1977.0,2022-11-19,33.0,1.0,1,0,0,0,0,0,0,0,0,1
"Södermannagatan 45, 3,5tr",6350000,3297.0,2022-11-19,63.0,2.0,1,0,0,0,0,0,0,0,1,0
Tre Liljor 3,19000000,5922.0,2022-11-19,175.0,6.0,1,0,0,1,0,0,0,0,0,1
Drejargatan 4 2tr,8000000,3318.0,2022-11-19,72.0,3.0,1,0,0,1,0,0,0,0,0,1
"Karlbergsvägen 53A, 4tr.",6200000,2150.0,2022-11-18,54.0,2.0,1,0,0,1,0,0,0,0,0,1
"Pontonjärgatan 4, 2 tr",2750000,2150.0,2022-11-18,31.0,1.0,1,0,0,0,0,1,0,0,0,0
"Igeldammsgatan 16, 3 tr",3650000,1831.0,2022-11-18,40.0,1.5,1,0,0,1,0,1,0,0,0,0
Wollmar Yxkullsgatan 52A,5000000,2611.0,2022-11-18,51.0,2.0,1,0,0,1,0,0,0,0,1,0
"Wollmar Yxkullsgatan 48C, 4 tr",3060000,1922.0,2022-11-18,29.5,1.0,0,0,0,0,0,0,0,0,1,0
Wennerbergsgatan 6B ,3200000,2154.0,2022-11-18,42.0,2.0,1,0,0,1,0,1,0,0,0,0
Västmannagatan 29B,8950000,3276.0,2022-11-18,89.0,3.0,1,1,0,1,0,0,0,0,0,1
"Garvargatan 22, 2tr",4050000,1820.0,2022-11-18,44.0,2.0,1,0,0,0,0,1,0,0,0,0
"Pontonjärgatan 35, 5 tr",6200000,2323.0,2022-11-18,58.1,2.0,1,0,0,1,0,1,0,0,0,0
"Roslagsgatan 9, vån 4",5295000,1984.0,2022-11-18,49.0,2.0,1,0,0,0,0,0,0,0,0,1
"Alströmergatan 32 O, 1,5 tr (vån 2)",4025000,2499.0,2022-11-18,45.0,2.0,0,0,0,0,0,1,0,0,0,0
Tideliusgränd 11,7275000,4195.0,2022-11-18,80.0,3.0,1,0,0,1,0,0,0,0,1,0
"Sveavägen 126, mot innergård",4000000,1915.0,2022-11-18,39.0,2.0,1,0,0,1,0,0,0,0,0,1
"Dalagatan 108, 4tr",6350000,3501.0,2022-11-18,67.0,3.0,1,0,1,1,0,0,0,0,0,1
"Torsgatan 42A, Vån 4",5200000,2207.0,2022-11-18,46.0,1.5,1,0,0,1,0,0,0,0,0,1
"Upplandsgatan 34, 4tr",6600000,2415.0,2022-11-18,56.0,2.0,1,0,0,1,0,0,0,0,0,1
Robert Almströmsgatan 12,3830000,2075.0,2022-11-18,36.0,2.0,1,0,0,0,0,0,0,0,0,1
"Tomtebogatan 17, 1tr",9725000,3637.0,2022-11-18,108.0,4.0,1,0,0,0,0,0,0,0,0,1
Narvavägen 29,17750000,4708.0,2022-11-18,113.0,4.0,0,0,0,0,0,0,0,1,0,0
"Flintbacken 10, 8tr",6250000,3759.0,2022-11-18,80.5,3.0,1,0,0,1,0,0,0,0,1,0
Love Almqvists väg 4B,3090000,3061.0,2022-11-18,37.5,2.0,1,0,0,0,0,1,0,0,0,0
"Krukmakargatan 10, vån 3",3600000,2070.0,2022-11-18,44.0,1.5,1,0,0,0,0,0,0,0,1,0
Tunnelgatan 1A,5190000,2481.0,2022-11-18,57.0,2.0,1,0,0,0,0,0,0,0,0,1
Tomtebogatan 34c,3045000,1560.0,2022-11-18,29.0,1.0,1,0,0,0,0,0,0,0,0,1
"Emmy Rappes Gata 2, 2 tr",3225000,1904.0,2022-11-18,31.0,1.5,1,0,1,1,0,0,0,0,0,1
Drejargatan 8,7400000,2475.0,2022-11-18,63.0,3.0,1,0,0,0,0,0,0,0,0,1
Katarina Bangata 13,10700000,0.0,2022-11-18,85.0,3.0,1,0,0,0,0,0,0,0,1,0
Valhallavägen 49,2900000,1443.0,2022-11-18,30.0,1.5,0,0,0,0,0,0,0,0,0,1
Högbergsgatan 68B,18700000,3596.0,2022-11-18,152.0,4.0,1,0,0,1,0,0,0,0,1,0
"Fyrverkarbacken 23, 8tr",7800000,5560.0,2022-11-18,98.5,4.0,1,0,0,1,0,1,0,0,0,0
"Tjurbergsgatan 36, 4 tr",3700000,2171.0,2022-11-18,38.0,1.0,0,0,0,1,0,0,0,0,1,0
Styrmansgatan 55A,5300000,1946.0,2022-11-18,34.0,1.5,0,0,0,1,0,0,0,1,0,0
Nybrogatan 44,12000000,4080.0,2022-11-18,94.0,4.0,1,0,0,0,0,0,0,1,0,0
Erstagatan 23,3775000,2335.0,2022-11-18,41.8,1.5,0,0,0,0,0,0,0,0,1,0
"Valhallavägen 67, 5 tr",2950000,1324.0,2022-11-18,26.0,1.0,1,0,0,0,0,0,0,1,0,0
"Västmannagatan 89A, 3tr ö.g",4100000,1515.0,2022-11-17,38.0,2.0,1,0,0,1,0,0,0,0,0,1
"Västmannagatan 52, 4tr",2950000,1724.0,2022-11-17,29.0,1.0,1,0,0,1,0,0,0,0,0,1
"Vidargatan 5, 4tr",15500000,3231.0,2022-11-17,131.0,5.0,1,0,0,1,0,0,0,0,0,1
"Drakenbergsgatan 8, 6 tr/Hornsgatan 107",5025000,2494.0,2022-11-17,60.0,3.0,1,0,0,1,0,0,0,0,1,0
Katarina bangata 67B,2900000,1578.0,2022-11-17,28.0,1.0,1,0,0,1,0,0,0,0,1,0
Gambrinusgatan 5,3650000,2186.0,2022-11-17,39.0,2.0,1,0,0,0,0,1,0,0,0,0
"Vitalisvägen 7, 1,5tr",4400000,2869.0,2022-11-17,55.0,3.0,0,0,0,0,0,1,0,0,0,0
Bohusgatan 27 ,3190000,2677.0,2022-11-17,34.0,2.0,1,0,0,1,0,0,0,0,1,0
"Kronobergsgatan 21, 3tr",3275000,986.0,2022-11-17,28.0,1.5,0,0,0,1,0,1,0,0,0,0
Bondegatan 79,2600000,1299.0,2022-11-17,24.0,1.0,1,0,0,0,0,0,0,0,1,0
"Garvargatan 3 A, 5 tr",4700000,1585.0,2022-11-17,44.0,2.0,1,0,0,1,0,1,0,0,0,0
Roslagsgatan 17A,3695000,563.0,2022-11-17,30.0,1.0,0,0,0,1,0,0,0,0,0,1
Tegelviksgatan 38,5900000,4295.0,2022-11-17,73.0,3.0,1,0,0,1,0,0,0,0,1,0
"Eriksbergsgatan 36, 3 tr",6500000,3213.0,2022-11-17,54.0,2.0,1,0,0,1,0,0,0,1,0,0
Färgargårdstorget 10,5200000,3483.0,2022-11-17,72.5,2.0,1,0,0,0,0,0,0,0,1,0
"Grevgatan 69,4tr",17000000,3009.0,2022-11-17,126.0,4.5,1,0,0,1,0,0,0,1,0,0
Birger Jarlsgatan 93 B,5225000,2493.0,2022-11-17,50.3,2.0,1,0,0,1,0,0,0,0,0,1
"Folkskolegatan 12, 2 tr",2950000,2092.0,2022-11-17,28.0,1.5,1,0,0,1,0,0,0,0,1,0
Ringvägen 131B,3510000,1800.0,2022-11-17,36.0,1.0,0,0,0,1,0,0,0,0,1,0
Industrigatan 2A,8310000,4642.0,2022-11-17,85.0,3.0,1,1,0,0,0,1,0,0,0,0
"Eriksbergsgatan 36, 3 tr",22300000,7887.0,2022-11-17,152.0,5.0,1,0,0,1,0,0,0,1,0,0
Tobaksspinnargatan 10,3400000,2212.0,2022-11-17,40.0,1.5,1,0,0,0,0,0,0,0,1,0
"Skånegatan 80, 3 tr",4100000,1818.0,2022-11-17,44.0,2.0,1,0,0,0,0,0,0,0,1,0
Brännkyrkagatan 83,3300000,1929.0,2022-11-17,36.0,2.0,1,0,0,0,0,0,0,0,1,0
Gumshornsgatan 6,3800000,1954.0,2022-11-17,32.5,1.0,1,0,0,1,0,0,0,1,0,0
"Bondegatan 16 B, 1tr",5750000,2434.0,2022-11-17,58.0,2.0,0,0,0,1,0,0,0,0,1,0
"Vitalisvägen 3, 2 tr",3300000,2203.0,2022-11-17,42.0,2.0,0,0,0,0,0,1,0,0,0,0
"Stagneliusvägen 28, 3 tr",3350000,2841.0,2022-11-17,40.5,2.0,1,0,0,1,0,1,0,0,0,0
Bohusgatan 49,7000000,4558.0,2022-11-17,87.0,3.0,1,0,0,1,0,0,0,0,1,0
Blekingegatan 59,8500000,4937.0,2022-11-17,96.0,4.0,1,0,0,1,0,0,0,0,1,0
"Brännkyrkagatan 87, 2tr",6310000,2870.0,2022-11-17,79.0,3.0,1,0,0,1,0,0,0,0,1,0
"Björngårdsgatan 11, 4tr",4015000,3175.0,2022-11-17,50.0,1.5,1,0,0,0,0,0,0,0,1,0
"Riddargatan 29B, 3 tr",9300000,3316.0,2022-11-17,84.0,3.0,1,0,0,0,0,0,0,1,0,0
"Sankt Eriksgatan 103, 2tr",2920000,894.0,2022-11-17,25.0,1.0,1,0,0,0,0,0,0,0,0,1
Brahegatan 50,5550000,2453.0,2022-11-17,52.0,2.0,1,0,0,0,0,0,0,1,0,0
"Lundagatan 36B, 1 tr",2920000,1610.0,2022-11-17,30.0,1.0,1,0,0,0,0,0,0,0,1,0
"Luntmakargatan 92, 1,5tr.",4350000,1939.0,2022-11-16,38.0,2.0,1,0,0,0,0,0,0,0,0,1
Ringvägen 9 F,6250000,2496.0,2022-11-16,74.0,3.0,1,0,0,1,0,0,0,0,1,0
"Upplandsgatan 49, 4tr",3000000,1724.0,2022-11-16,29.0,1.0,1,0,0,1,0,0,0,0,0,1
"Roslagsgatan 45, 2tr",4370000,2711.0,2022-11-16,50.0,2.0,1,0,0,0,0,0,0,0,0,1
"Döbelnsgatan 47, 3tr",4015000,1936.0,2022-11-16,35.0,2.0,1,0,0,0,0,0,0,0,0,1
"Tulegatan 23B, 3tr",7850000,2550.0,2022-11-16,62.0,2.0,1,0,0,1,0,0,0,0,0,1
Frejgatan 19,12100000,3530.0,2022-11-16,102.0,3.0,1,0,0,1,0,0,0,0,0,1
Ingemarsgatan 7,3900000,2050.0,2022-11-16,35.0,2.0,0,0,0,0,0,0,0,0,0,1
"Kungsholms strand 163, vån 4",4325000,2882.0,2022-11-16,44.0,2.0,1,0,0,0,0,1,0,0,0,0
Tavastgatan 15,3250000,2025.0,2022-11-16,30.0,2.0,1,0,0,0,0,0,0,0,1,0
Fleminggatan 59A,5365000,2423.0,2022-11-16,53.0,2.0,0,0,0,1,0,1,0,0,0,0
S:t Eriksgatan 17,11500000,2819.0,2022-11-16,118.0,4.0,1,0,0,1,0,1,0,0,0,0
Ansgariegatan 1,8825000,5278.0,2022-11-16,90.0,3.0,1,0,0,1,0,0,0,0,1,0
"Grevgatan 49, 5 tr",6404000,2735.0,2022-11-16,59.0,2.0,1,0,0,0,0,0,0,1,0,0
Norrbackagatan 14,3625000,2298.0,2022-11-16,38.0,2.0,1,0,0,0,0,0,0,0,0,1
"Bergsundsgatan 15, Vån 5 / 5",2520000,1424.0,2022-11-16,23.0,1.0,1,0,0,1,0,0,0,0,1,0
"Zinkens väg 59, 5-6tr",10800000,4188.0,2022-11-16,109.0,5.0,1,0,0,1,0,0,0,0,1,0
Kattgränd 1,8000000,2657.0,2022-11-16,67.0,3.0,1,0,0,1,0,0,0,0,1,0
"Luntmakargatan 63, 5tr",3420000,1032.0,2022-11-16,27.0,1.0,1,0,0,1,0,0,0,0,0,1
Robert Almströmsgatan 7,6250000,2552.0,2022-11-16,53.0,2.0,1,0,0,1,0,0,0,0,0,1
"Frödingsvägen 9, vån 3 / 3!",3300000,1847.0,2022-11-16,34.0,1.5,0,0,0,0,0,1,0,0,0,0
Tavastgatan 28,2675000,1507.0,2022-11-16,25.0,1.0,1,0,0,0,0,0,0,0,1,0
"Lagerlöfsgatan 4, 1 Tr ÖG",2800000,1835.0,2022-11-16,31.0,2.0,1,0,0,0,0,1,0,0,0,0
Östermalmsgatan 68,15175000,4719.0,2022-11-16,113.0,4.0,1,0,0,1,0,0,0,1,0,0
"Karlavägen 6, vån 7 / 7",9000000,2674.0,2022-11-16,85.0,3.0,1,0,0,1,0,0,0,1,0,0
Timotejgatan 4,2615000,1707.0,2022-11-16,28.5,1.0,0,0,0,0,0,0,0,0,1,0
"Krukmakargatan 27, 2tr",4200000,2860.0,2022-11-16,49.0,2.0,1,0,0,0,0,0,0,0,1,0
"Sonja Kovalevskys Gata 3, 7tr",4895000,2400.0,2022-11-16,48.0,2.0,1,0,0,1,0,0,0,0,0,1
Grev Turegatan 50,4320000,1280.0,2022-11-16,38.0,1.0,1,0,0,0,0,0,0,1,0,0
Hagagatan 17L,7500000,3847.0,2022-11-16,78.0,3.0,1,0,0,1,0,0,0,0,0,1
"Franzéngatan 77, 5 tr",7595000,3923.0,2022-11-16,91.5,4.0,1,0,0,1,0,1,0,0,0,0
"Högbergsgatan 59B, 3tr",6000000,3534.0,2022-11-16,61.0,3.0,1,0,0,0,0,0,0,0,1,0
Flintbacken 4,2450000,1483.0,2022-11-16,29.5,1.0,1,0,0,0,0,0,0,0,1,0
Birger Jarlsgatan 104L,3250000,2201.0,2022-11-15,31.0,1.0,0,0,0,0,0,0,0,1,0,0
"Mariebergsgatan 15, 1tr",4495000,2782.0,2022-11-15,53.0,2.0,1,0,0,1,0,1,0,0,0,0
"Hagaesplanaden 63, 2tr",2995000,1885.0,2022-11-15,30.5,1.0,1,0,0,0,0,0,0,0,0,1
Klippgatan 14I,4020000,2169.0,2022-11-15,42.0,2.0,0,0,0,0,0,0,0,0,1,0
Tulegatan 32A,4050000,1843.0,2022-11-15,39.0,1.0,1,0,0,0,0,0,0,0,0,1
"Bråvallagatan 7, 1tr",4535000,2297.0,2022-11-15,40.0,2.0,1,0,0,1,0,0,0,0,0,1
Heleneborgsgatan 21C,5200000,2336.0,2022-11-15,49.0,2.5,1,0,0,1,0,0,0,0,1,0
Valhallavägen 146 B,11600000,4183.0,2022-11-15,106.0,5.0,1,0,0,1,0,0,0,1,0,0
Åsögatan 182,2895000,2103.0,2022-11-15,34.0,1.0,1,0,0,0,0,0,0,0,1,0
Gävlegatan 26,3650000,1700.0,2022-11-15,34.0,2.0,1,0,0,1,0,0,0,0,0,1
"Cardellgatan 4, 3 tr",7225000,3812.0,2022-11-15,54.0,2.0,1,0,0,0,0,0,0,1,0,0
Katarina västra kyrkogata 4C,5275000,3239.0,2022-11-15,52.0,2.0,0,0,0,0,0,0,0,0,1,0
"Sveavägen 93, 2 tr",3725000,1903.0,2022-11-15,39.5,2.0,1,0,0,0,0,0,0,0,0,1
Tegnérgatan 57A,4100000,2892.0,2022-11-15,49.0,1.5,1,0,0,0,0,0,0,0,0,1
"Vulcanusgatan 10, 4 tr",4525000,2023.0,2022-11-15,39.0,2.0,1,0,0,0,0,0,0,0,0,1
"Dalagatan 41A, 3 TR",4700000,2245.0,2022-11-15,46.0,2.0,0,0,0,0,0,0,0,0,0,1
Samaritgränd 3,3595000,2246.0,2022-11-15,41.0,2.0,1,0,0,0,0,0,0,0,1,0
"Gästrikegatan 11A, 1TR",3445000,990.0,2022-11-15,27.0,1.0,0,0,0,1,0,0,0,0,0,1
"Sonja Kovalevskys Gata 11, vån 12",4925000,2300.0,2022-11-15,46.0,2.0,1,0,0,1,0,0,0,0,0,1
Sveavägen 133,6995000,3737.0,2022-11-15,72.0,3.0,1,0,0,0,0,0,0,0,0,1
Valhallavägen 8,3420000,851.0,2022-11-15,36.0,1.5,1,0,0,0,0,0,0,1,0,0
Sveavägen 80,7900000,1725.0,2022-11-15,91.0,3.0,1,0,0,0,0,0,0,0,0,1
"Magnus Ladulåsgatan 25, 5tr",10750000,6780.0,2022-11-15,144.0,5.0,1,0,0,1,0,0,0,0,1,0
Markvardsgatan 15,4750000,853.0,2022-11-15,52.5,2.0,0,0,0,1,0,0,0,0,0,1
"Kungsklippan 12, 6 tr",3535000,3023.0,2022-11-15,36.0,2.0,1,0,0,1,0,1,0,0,0,0
